character_1,character_2,char1_winrate,matchup_binary,weight_diff,recovery_diff,speed_diff,combo_game_diff,projectiles_diff,killpower_diff,ledgetrap_diff,edgeguard_diff,spacing_diff,cheese_diff,Weight_diff,Gravity_diff,Run Maximum Velocity_diff,Walk Maximum Velocity_diff,Maximum Horizontal Air Speed_diff,Maximum Fall Speed_diff,Dash Initial Velocity_diff,Maximum Air Acceleration_diff
lucario,mario,0.625,Char1_Wins,-6,3,1,-4,1,-12,0,-9,1,3.0,-6.0,-0.0029999999999999,-0.0549999999999999,-0.052,0.0729999999999999,0.1799999999999999,0.3189999999999999,0.0099999999999999
mario,wii fit trainer,0.5833333333333334,Char1_Wins,2,-1,0,3,-2,-15,-12,10,0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
palutena,palutena,0.35,Char2_Wins,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kirby,palutena,0.6666666666666666,Char1_Wins,-12,-2,-3,2,-2,8,-18,-7,-1,-3.0,-12.0,-0.0559999999999999,-0.3499999999999998,-0.2939999999999999,-0.16,-0.32,-0.1350000000000002,-0.02
king dedede,pikachu,0.7692307692307693,Char1_Wins,48,-2,-4,1,1,-23,19,-12,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
palutena,wii fit trainer,0.6470588235294118,Char1_Wins,-5,0,1,-2,-1,-17,0,21,2,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ken,palutena,0.6363636363636364,Char1_Wins,12,-1,-2,6,0,-25,-3,-20,-2,-1.0,12.0,0.0,-0.3169999999999999,-0.4459999999999999,0.1200000000000001,0.05,-0.0990000000000002,-0.08
kirby,wario,0.7,Char1_Wins,-29,-4,-1,-4,0,15,-3,-12,1,-4.0,-28.0,-0.043,0.0770000000000001,0.0879999999999999,-0.4309999999999999,-0.3800000000000001,0.0629999999999999,-0.0249999999999999
link,lucario,0.6086956521739131,Char1_Wins,12,-2,-2,-5,2,7,9,7,2,-4.0,12.0,0.0119999999999999,-0.171,0.1440000000000001,-0.3569999999999999,-0.0799999999999998,-0.2749999999999999,-0.0399999999999999
pokemon trainer,ridley,0.6875,Char1_Wins,-11,3,0,7,0,-2,-3,14,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pyra mythra,snake,0.7586206896551724,Char1_Wins,-11,-4,5,10,-3,5,16,1,4,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corrin,pokemon trainer,0.7,Char1_Wins,2,-3,-1,0,-1,-3,0,-15,2,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bowser,robin,0.5555555555555556,Char1_Wins,40,-2,4,6,-4,1,11,-3,-1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
robin,samus,0.5,Char1_Wins,-13,-1,-2,1,0,-19,-17,-5,2,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
king dedede,robin,0.4444444444444444,Char2_Wins,32,2,0,4,-1,-7,16,8,1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cloud,wii fit trainer,0.5,Char1_Wins,4,-2,1,3,-2,-13,-9,11,4,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lucario,roy,0.3333333333333333,Char2_Wins,-3,3,-1,-1,2,4,-5,-4,-2,4.0,-3.0,-0.03,-0.4399999999999999,-0.1049999999999999,-0.0210000000000001,-0.1200000000000001,0.0549999999999997,0.0399999999999999
snake,sora,0.5652173913043478,Char1_Wins,21,-1,0,-9,2,0,-12,-4,-4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
incineroar,link,0.5789473684210527,Char1_Wins,12,-3,-3,6,-4,-8,0,1,-2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lucario,olimar,0.8333333333333334,Char1_Wins,13,0,4,-2,-2,-19,-11,-7,-2,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lucina,wii fit trainer,0.7142857142857143,Char1_Wins,-6,1,2,-3,-3,-14,-10,23,4,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cloud,robin,0.8125,Char1_Wins,5,-2,4,10,-3,11,5,-1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bowser,kirby,0.5,Char1_Wins,56,0,3,-1,0,-14,15,-5,1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
link,luigi,0.625,Char1_Wins,7,2,1,-15,3,21,15,4,3,-6.0,7.0,0.0129999999999999,-0.1159999999999998,0.1130000000000002,0.154,0.28,0.165,-0.0249999999999999
pikachu,yoshi,0.6923076923076923,Char1_Wins,-25,2,0,-2,1,12,-4,20,0,3.0,-25.0,0.015,-0.0069999999999996,0.094,-0.3870000000000001,0.26,0.0,0.002
roy,wii fit trainer,0.6923076923076923,Char1_Wins,-1,-1,2,0,-3,-31,-7,5,3,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diddy kong,link,0.6,Char1_Wins,-14,1,2,2,-1,8,-15,-5,-2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
link,link,0.2857142857142857,Char2_Wins,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
palutena,zelda,0.7575757575757576,Char1_Wins,6,-2,3,7,-2,14,4,11,1,-2.0,6.0,0.049,0.647,0.3569999999999999,-0.092,0.1999999999999999,0.0770000000000001,0.05
lucina,roy,0.56,Char1_Wins,-5,2,0,-3,0,17,-3,18,1,-2.0,-5.0,-0.039,-0.181,0.367,-0.2310000000000001,-0.2199999999999999,0.0549999999999997,0.03
samus,wario,0.6,Char1_Wins,0,-1,0,-12,4,19,18,-9,1,-2.0,1.0,-0.032,0.004,0.2259999999999999,-0.1679999999999999,-0.28,0.0330000000000001,-0.03
pokemon trainer,pokemon trainer,0.0769230769230769,Char2_Wins,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mario,pikachu,0.5789473684210527,Char1_Wins,19,-5,-1,7,-1,-7,5,-22,-1,-4.0,19.0,-0.008,-0.2790000000000001,-0.147,0.251,-0.05,-0.044,-0.02
ness,pit,0.7272727272727273,Char1_Wins,-2,-1,-2,-3,1,-5,18,-16,0,8.0,-2.0,-0.004,-0.219,-0.3519999999999998,0.0719999999999998,-0.1699999999999999,-0.2639999999999998,0.025
cloud,sora,0.75,Char1_Wins,15,-5,3,5,-1,1,3,1,0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mewtwo,pokemon trainer,0.7777777777777778,Char1_Wins,-18,-1,2,-6,1,-4,6,-18,2,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sephiroth,snake,0.5789473684210527,Char1_Wins,-27,-1,1,5,-2,-7,13,15,4,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mewtwo,palutena,0.625,Char1_Wins,-13,1,1,-1,1,-8,-9,-7,2,-2.0,-12.0,-0.0379999999999999,0.1779999999999999,-0.0109999999999998,0.3129999999999999,0.0,0.2199999999999997,-0.045
pikachu,pikachu,0.6666666666666666,Char1_Wins,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
link,wario,0.5,Char1_Wins,-4,-2,0,-10,4,4,12,-18,3,-3.0,-3.0,-0.0109999999999999,-0.1159999999999998,0.3580000000000001,-0.3469999999999998,-0.01,0.143,-0.0699999999999999
wii fit trainer,yoshi,0.5833333333333334,Char1_Wins,-8,-2,-1,2,2,20,13,-12,-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wario,wii fit trainer,0.5714285714285714,Char1_Wins,12,2,-1,4,-3,-24,-15,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sheik,young link,0.625,Char1_Wins,-10,2,3,-3,-3,-19,-4,25,-3,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cloud,sheik,0.4705882352941176,Char2_Wins,22,-5,-2,6,0,11,3,-17,4,2.0,22.0,-0.0519999999999999,-0.2530000000000001,-0.3149999999999999,0.0,-0.07,-0.0329999999999999,-0.0199999999999999
megaman,palutena,0.5,Char1_Wins,11,3,-1,-7,2,-2,-12,-2,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lucina,robin,0.782608695652174,Char1_Wins,-5,1,5,4,-4,10,4,11,1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
incineroar,mario,0.3333333333333333,Char2_Wins,18,-2,-4,-3,-1,-13,9,-1,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ice climbers,jigglypuff,0.7142857142857143,Char1_Wins,24,0,0,9,1,11,18,-54,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mario,robin,0.6923076923076923,Char1_Wins,3,-1,3,10,-3,9,2,-2,-3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chrom,robin,0.75,Char1_Wins,0,-3,5,4,-4,-7,14,-1,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ice climbers,incineroar,0.2,Char2_Wins,-24,2,1,10,1,13,-1,-14,1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
megaman,zelda,0.6,Char1_Wins,17,1,2,0,0,12,-8,9,0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lucina,rosalina & luma,1.0,Char1_Wins,8,1,2,2,-3,-4,-1,19,1,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inkling,robin,0.5806451612903226,Char1_Wins,-1,4,4,9,-2,0,-2,20,-3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ike,lucina,0.4642857142857143,Char2_Wins,18,0,-4,1,0,-21,-11,-21,0,0.0,17.0,0.017,-0.4570000000000001,-0.6629999999999999,0.0629999999999999,0.0699999999999998,-0.4399999999999999,-0.03
jigglypuff,mario,0.6666666666666666,Char1_Wins,-30,0,-3,-2,-1,-11,-10,39,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
littlemac,pikachu,0.4285714285714285,Char2_Wins,8,-8,2,-2,-2,-29,16,-34,0,2.0,8.0,-0.005,0.4249999999999998,0.0839999999999998,0.251,0.3999999999999999,0.3850000000000002,-0.06
lucina,megaman,0.5454545454545454,Char1_Wins,-12,-2,2,6,-4,5,2,4,3,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ice climbers,robin,0.625,Char1_Wins,-3,-1,0,17,-3,9,10,-17,-1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ike,robin,0.7142857142857143,Char1_Wins,13,1,1,5,-4,-11,-7,-10,1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
littlemac,mario,0.7142857142857143,Char1_Wins,-11,-3,3,-9,-1,-22,11,-12,1,6.0,-11.0,0.003,0.704,0.2309999999999998,0.0,0.4499999999999999,0.4290000000000002,-0.04
megaman,ness,0.5882352941176471,Char1_Wins,8,3,2,-4,1,0,-11,5,-2,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
littlemac,ness,0.6666666666666666,Char1_Wins,-7,-4,5,-1,-3,-18,0,-16,-2,1.0,-7.0,0.0129999999999999,0.855,0.4789999999999998,0.201,0.6399999999999999,0.5390000000000001,-0.06
ike,lucario,0.6923076923076923,Char1_Wins,16,-1,-3,-1,-2,-8,-9,1,3,-6.0,15.0,0.0079999999999999,-0.1980000000000001,-0.1909999999999999,-0.147,-0.03,-0.4399999999999999,-0.0399999999999999
littlemac,roy,0.5,Char1_Wins,-8,-3,1,-6,0,-6,6,-7,-2,7.0,-8.0,-0.024,0.3189999999999999,0.1779999999999999,-0.094,0.1499999999999999,0.165,-0.01
pit,yoshi,0.4166666666666667,Char2_Wins,-8,-1,-1,0,1,6,-6,18,2,-4.0,-8.0,0.001,-0.2179999999999997,0.0509999999999999,-0.409,0.1899999999999999,0.1099999999999998,-0.023
hero,yoshi,0.5,Char1_Wins,-3,0,-2,-4,2,-6,-1,-2,3,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
olimar,roy,0.375,Char2_Wins,-16,3,-5,1,4,23,6,3,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ike,mewtwo,0.8888888888888888,Char1_Wins,30,0,-4,1,-3,-10,-12,-12,0,-2.0,28.0,0.0099999999999999,-0.748,-0.348,-0.179,0.0999999999999998,-0.4399999999999999,-0.02
joker,lucario,0.631578947368421,Char1_Wins,1,1,-1,-2,0,9,-6,34,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
palutena,pikachu,0.8,Char1_Wins,12,-4,0,2,0,-9,17,-11,1,-3.0,12.0,0.0249999999999999,0.0379999999999998,-0.0310000000000001,0.043,0.0,0.0550000000000001,0.015
ike,inkling,0.6666666666666666,Char1_Wins,14,-3,-3,-4,-2,-11,-5,-30,4,-4.0,13.0,0.005,-0.4180000000000001,-0.2219999999999998,-0.074,0.0699999999999998,-0.3029999999999999,-0.03
lucario,pikachu,0.6818181818181818,Char1_Wins,13,-2,0,3,0,-19,5,-31,0,-1.0,13.0,-0.0109999999999999,-0.3340000000000001,-0.199,0.3239999999999999,0.1299999999999999,0.2749999999999999,-0.01
lucario,zelda,0.5,Char1_Wins,7,0,3,8,-2,4,-8,-9,0,0.0,7.0,0.013,0.2750000000000001,0.1889999999999999,0.1889999999999998,0.3299999999999998,0.2969999999999999,0.0249999999999999
ice climbers,link,0.25,Char2_Wins,-12,-1,-2,16,-3,5,-1,-13,-1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
littlemac,lucina,0.5,Char1_Wins,-3,-5,1,-3,0,-23,9,-25,-3,9.0,-3.0,0.015,0.5,-0.189,0.137,0.3699999999999999,0.1100000000000003,-0.04
banjo & kazooie,ike,0.4,Char2_Wins,-2,-2,1,-5,4,24,8,12,-2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ike,littlemac,0.7142857142857143,Char1_Wins,21,5,-5,4,0,2,-20,4,3,-9.0,20.0,0.002,-0.957,-0.4739999999999998,-0.074,-0.3,-0.5500000000000003,0.01
ice climbers,lucina,0.6,Char1_Wins,2,-2,-5,13,1,-1,6,-28,-2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
robin,zelda,0.5833333333333334,Char1_Wins,10,-2,-1,2,0,7,-10,2,2,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rosalina & luma,roy,0.8333333333333334,Char1_Wins,-13,1,-2,-5,3,21,-2,-1,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
banjo & kazooie,robin,0.8,Char1_Wins,11,-1,2,0,0,13,1,2,-1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
megaman,roy,0.7,Char1_Wins,7,4,-2,-9,4,12,-5,14,-2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ice climbers,ike,0.5714285714285714,Char1_Wins,-16,-2,-1,12,1,20,17,-7,-2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ike,zelda,0.8,Char1_Wins,23,-1,0,7,-4,-4,-17,-8,3,-6.0,22.0,0.021,0.0769999999999999,-0.002,0.0419999999999998,0.2999999999999998,-0.143,-0.015
incineroar,lucina,0.6363636363636364,Char1_Wins,26,-4,-6,3,0,-14,7,-14,-3,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
megaman,olimar,0.6666666666666666,Char1_Wins,23,1,3,-10,0,-11,-11,11,-2,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
megaman,yoshi,0.5925925925925926,Char1_Wins,-2,1,-1,-7,3,1,1,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ike,king dedede,0.8235294117647058,Char1_Wins,-19,-1,1,1,-3,-4,-23,-18,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ike,incineroar,0.5555555555555556,Char1_Wins,-8,4,2,-2,0,-7,-18,-7,3,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
king dedede,peach,1.0,Char1_Wins,38,0,-1,-12,0,-27,10,-10,2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
king dedede,littlemac,0.6666666666666666,Char1_Wins,40,6,-6,3,3,6,3,22,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
king dedede,yoshi,0.6363636363636364,Char1_Wins,23,0,-4,-1,2,-11,15,8,3,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ice climbers,wolf,0.8181818181818182,Char1_Wins,0,-1,-3,9,0,9,5,-21,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jigglypuff,joker,0.5,Char1_Wins,-25,-4,-3,4,-2,-8,-4,14,-2,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jigglypuff,roy,0.3846153846153846,Char2_Wins,-27,0,-5,1,0,5,-15,44,-2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
king dedede,lucas,0.5714285714285714,Char1_Wins,33,1,-2,-1,0,-28,13,-4,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ice climbers,king dedede,0.5,Char1_Wins,-35,-3,0,13,-2,16,-6,-25,-2,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ness,robin,0.8235294117647058,Char1_Wins,-1,0,1,2,-1,5,13,2,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ike,roy,0.7058823529411765,Char1_Wins,13,2,-4,-2,0,-4,-14,-3,1,-2.0,12.0,-0.022,-0.6380000000000001,-0.2959999999999999,-0.1680000000000001,-0.1500000000000001,-0.3850000000000002,0.0
lucina,mewtwo,0.4444444444444444,Char2_Wins,12,0,0,0,-3,11,-1,9,0,-2.0,11.0,-0.007,-0.2909999999999999,0.3149999999999999,-0.242,0.03,0.0,0.0099999999999999
jigglypuff,link,0.7692307692307693,Char1_Wins,-36,-1,-2,7,-4,-6,-19,41,-2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jigglypuff,robin,0.5,Char1_Wins,-27,-1,0,8,-4,-2,-8,37,-2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
joker,king dedede,0.7777777777777778,Char1_Wins,-34,1,3,0,-1,13,-20,15,-1,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inkling,megaman,0.7333333333333333,Char1_Wins,-8,1,1,11,-2,-5,-4,13,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
incineroar,lucas,0.3,Char2_Wins,22,-4,-3,2,-3,-25,8,-15,-2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mario,roy,0.5555555555555556,Char1_Wins,3,0,-2,3,1,16,-5,5,-3,1.0,3.0,-0.027,-0.385,-0.0529999999999999,-0.094,-0.3,-0.2640000000000002,0.03
mewtwo,ness,0.75,Char1_Wins,-16,1,4,2,0,-6,-8,0,1,-6.0,-15.0,0.005,0.6459999999999999,0.353,0.306,0.24,0.4289999999999998,-0.03
incineroar,megaman,0.4,Char2_Wins,14,-6,-4,9,-4,-9,9,-10,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ness,palutena,0.6481481481481481,Char1_Wins,3,0,-3,-3,1,-2,-1,-7,1,4.0,3.0,-0.043,-0.4679999999999999,-0.3639999999999999,0.0069999999999998,-0.24,-0.209,-0.015
peach,roy,0.7272727272727273,Char1_Wins,-6,3,-4,9,3,27,-1,25,-1,1.0,-6.0,-0.044,-0.55,-0.2839999999999999,-0.2730000000000001,-0.6100000000000001,-0.3740000000000001,0.0699999999999999
joker,roy,0.6,Char1_Wins,-2,4,-2,-3,2,13,-11,30,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ice climbers,zelda,0.6666666666666666,Char1_Wins,7,-3,-1,19,-3,16,0,-15,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
incineroar,lucario,1.0,Char1_Wins,24,-5,-5,1,-2,-1,9,8,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
banjo & kazooie,palutena,0.9,Char1_Wins,15,-1,-2,-5,2,6,-13,-7,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
banjo & kazooie,lucina,0.8,Char1_Wins,16,-2,-3,-4,4,3,-3,-9,-2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
incineroar,ridley,0.4545454545454545,Char2_Wins,9,-2,-4,4,-2,-9,9,-9,-1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corrin,lucina,0.7,Char1_Wins,8,-2,-3,6,1,-10,-5,-6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ken,robin,0.6666666666666666,Char1_Wins,8,-1,2,11,-2,-18,11,-11,-3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
link,lucas,0.631578947368421,Char1_Wins,10,-1,0,-4,1,-17,8,-16,0,-3.0,10.0,0.006,-0.1159999999999998,0.3540000000000001,-0.2309999999999999,0.2299999999999999,0.165,-0.045
ice climbers,inkling,0.6363636363636364,Char1_Wins,-2,-5,-4,8,-1,9,12,-37,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corrin,robin,0.4285714285714285,Char2_Wins,3,-1,2,10,-3,0,-1,5,1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ike,ken,0.3333333333333333,Char2_Wins,5,2,-1,-6,-2,7,-18,1,4,-3.0,4.0,-0.0279999999999999,-0.2530000000000001,0.087,0.0139999999999997,0.0499999999999998,-0.121,0.015
incineroar,littlemac,0.5,Char1_Wins,29,1,-7,6,0,9,-2,11,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lucario,wolf,0.5384615384615384,Char1_Wins,0,2,1,-2,1,-3,-3,-15,-1,5.0,0.0,-0.046,0.165,-0.1049999999999999,0.0,-0.1200000000000001,0.165,0.0
hero,robin,0.6666666666666666,Char1_Wins,6,2,2,1,-1,-2,0,-2,1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
joker,zero suit samus,0.54,Char1_Wins,13,-1,-3,2,1,10,-9,14,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hero,zero suit samus,0.8,Char1_Wins,21,-2,-4,-1,2,2,-5,-11,2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
robin,snake,0.782608695652174,Char1_Wins,-11,-2,-1,4,0,-10,10,6,3,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lucario,yoshi,0.5454545454545454,Char1_Wins,-12,0,0,1,1,-7,1,-11,0,2.0,-12.0,0.004,-0.3409999999999997,-0.1049999999999999,-0.0630000000000001,0.3899999999999999,0.2749999999999999,-0.008
hero,wolf,0.5833333333333334,Char1_Wins,9,2,-1,-7,2,-2,-5,-6,2,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayonetta,lucina,0.5,Char1_Wins,-9,2,-3,12,2,14,-3,-11,-3,6.0,-9.0,0.045,-0.2039999999999999,-0.63,-0.052,0.1899999999999999,-0.3189999999999999,0.015
cloud,metaknight,0.5,Char1_Wins,20,-6,0,1,1,21,5,-25,2,1.0,20.0,-0.0119999999999999,0.0769999999999999,-0.084,0.1149999999999999,0.02,-0.0659999999999998,-0.0049999999999999
lucario,pokemon trainer,0.625,Char1_Wins,-4,0,1,-4,0,-6,3,-31,-1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mewtwo,pikachu,0.8571428571428571,Char1_Wins,-1,-3,1,1,1,-17,8,-18,3,-5.0,0.0,-0.0129999999999999,0.2159999999999997,-0.042,0.356,0.0,0.2749999999999999,-0.03
mewtwo,zelda,0.75,Char1_Wins,-7,-1,4,6,-1,6,-5,4,3,-4.0,-6.0,0.011,0.825,0.346,0.2209999999999998,0.1999999999999999,0.2969999999999999,0.005
lucario,ness,0.5333333333333333,Char1_Wins,-2,2,3,4,-1,-8,-11,-13,-2,-2.0,-2.0,0.007,0.096,0.1959999999999999,0.274,0.3699999999999999,0.4289999999999998,-0.01
ike,young link,0.7,Char1_Wins,20,0,-2,-2,-4,-30,-13,-1,1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ness,pikachu,0.4666666666666667,Char2_Wins,15,-4,-3,-1,1,-11,16,-18,2,1.0,15.0,-0.018,-0.4300000000000001,-0.395,0.0499999999999999,-0.24,-0.1539999999999999,0.0
fox,sheik,0.4642857142857143,Char2_Wins,-1,-5,0,7,0,-8,2,-31,0,0.0,-1.0,0.08,-0.0179999999999997,0.0529999999999999,-0.0449999999999999,0.3500000000000001,-0.088,0.0
lucario,sonic,0.6086956521739131,Char1_Wins,6,-1,-3,0,2,-13,0,-26,0,-2.0,6.0,-0.0059999999999999,-2.145,-0.3409999999999999,0.0729999999999999,0.03,-0.0550000000000001,0.0399999999999999
olimar,sonic,0.8571428571428571,Char1_Wins,-7,-1,-7,2,4,6,11,-19,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
olimar,zero suit samus,0.8,Char1_Wins,-1,-2,-6,6,3,20,8,-13,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sonic,zero suit samus,0.7540983606557377,Char1_Wins,6,-1,1,4,-1,14,-3,6,-1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
link,ness,0.6956521739130435,Char1_Wins,10,0,1,-1,1,-1,-2,-6,0,-6.0,10.0,0.019,-0.0749999999999999,0.3400000000000001,-0.0829999999999998,0.29,0.1539999999999999,-0.05
link,olimar,0.7272727272727273,Char1_Wins,25,-2,2,-7,0,-12,-2,0,0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
olimar,villager,0.6,Char1_Wins,-13,2,-1,11,0,19,5,-23,2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pyra mythra,villager,0.5833333333333334,Char1_Wins,3,-2,5,9,-3,18,-2,-24,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
young link,zero suit samus,0.5555555555555556,Char1_Wins,8,-3,-3,5,3,23,1,-18,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lucario,zero suit samus,0.5625,Char1_Wins,12,-2,-2,4,1,1,-3,-20,-1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cloud,lucario,0.4705882352941176,Char2_Wins,8,-4,0,4,-1,14,3,10,3,-4.0,8.0,0.0139999999999999,0.4619999999999997,0.052,-0.1259999999999999,0.0,-0.1099999999999998,-0.0199999999999999
ice climbers,pikachu,0.5,Char1_Wins,13,-5,-4,14,-1,-7,13,-37,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cloud,villager,0.6190476190476191,Char1_Wins,8,-2,3,13,-3,14,-3,-20,3,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
