character_1,character_2,char1_wins,char2_wins,total_games,char1_winrate,char1_normalized,char2_normalized,id_char1,weight_char1,recovery_char1,speed_char1,combo_game_char1,projectiles_char1,killpower_char1,ledgetrap_char1,edgeguard_char1,spacing_char1,cheese_char1,popularity_char1,pro_scene_char1,online_winrate_char1,easy_char1,id_char2,weight_char2,recovery_char2,speed_char2,combo_game_char2,projectiles_char2,killpower_char2,ledgetrap_char2,edgeguard_char2,spacing_char2,cheese_char2,popularity_char2,pro_scene_char2,online_winrate_char2,easy_char2,weight_diff,recovery_diff,speed_diff,combo_game_diff,projectiles_diff,killpower_diff,ledgetrap_diff,edgeguard_diff,spacing_diff,cheese_diff
sephiroth,snake,11,8,19,0.5789473684210527,Sephiroth,Snake,78,79,6,4,25,3,132,15,27,5,6.0,20400,6.722,44.17,3.9665,31,106,7,3,20,5,139,2,12,1,10.0,22500,9.698,58.57,5.0671,-27,-1,1,5,-2,-7,13,15,4,-4.0
mewtwo,palutena,5,3,8,0.625,Mewtwo,Palutena,24,78,6,7,28,4,128,17,20,5,3.0,8700,4.354,46.45,4.197883333,54,91,5,6,29,3,136,26,27,3,5.0,26600,8.143,52.44,2.69545,-13,1,1,-1,1,-8,-9,-7,2,-2.0
pikachu,pikachu,6,3,9,0.6666666666666666,Pikachu,Pikachu,8,79,9,6,27,3,145,9,38,2,8.0,17300,8.123,46.48,4.85095,8,79,9,6,27,3,145,9,38,2,8.0,17300,8.123,46.48,4.85095,0,0,0,0,0,0,0,0,0,0.0
link,wario,8,8,16,0.5,Link,Wario,3,104,5,4,25,5,133,23,14,4,3.0,18000,5.143,48.39,4.2915,30,108,7,4,35,1,129,11,32,1,6.0,8200,8.031,45.54,4.354116667,-4,-2,0,-10,4,4,12,-18,3,-3.0
wii fit trainer,yoshi,7,5,12,0.5833333333333334,Wii Fit Trainer,Yoshi,47,96,5,5,31,4,153,26,6,1,6.0,12000,4.553,54.15,4.331466667,5,104,7,6,29,2,133,13,18,2,5.0,21400,8.496,50.61,3.037116667,-8,-2,-1,2,2,20,13,-12,-1,1.0
wario,wii fit trainer,4,3,7,0.5714285714285714,Wario,Wii Fit Trainer,30,108,7,4,35,1,129,11,32,1,6.0,8200,8.031,45.54,4.354116667,47,96,5,5,31,4,153,26,6,1,6.0,12000,4.553,54.15,4.331466667,12,2,-1,4,-3,-24,-15,26,0,0.0
sheik,young link,10,6,16,0.625,Sheik,Young Link,16,78,8,8,28,2,129,14,34,1,1.0,4000,7.115,37.54,5.843616667,22,88,6,5,31,5,148,18,9,4,7.0,11400,6.694,45.01,3.596683333,-10,2,3,-3,-3,-19,-4,25,-3,-6.0
cloud,sheik,8,9,17,0.4705882352941176,Cloud,Sheik,61,100,3,6,34,2,140,17,17,5,3.0,35000,8.537,47.21,2.721016667,16,78,8,8,28,2,129,14,34,1,1.0,4000,7.115,37.54,5.843616667,22,-5,-2,6,0,11,3,-17,4,2.0
megaman,palutena,14,14,28,0.5,Megaman,Palutena,46,102,8,5,22,5,134,14,25,2,5.0,7500,6.163,50.75,4.9315,54,91,5,6,29,3,136,26,27,3,5.0,26600,8.143,52.44,2.69545,11,3,-1,-7,2,-2,-12,-2,-1,0.0
lucina,robin,18,5,23,0.782608695652174,Lucina,Robin,210,90,6,7,28,1,139,16,29,5,1.0,13700,7.366,38.32,2.65445,56,95,5,2,24,5,129,12,18,4,3.0,13500,4.206,57.5,4.72365,-5,1,5,4,-4,10,4,11,1,-2.0
incineroar,mario,4,8,12,0.3333333333333333,Incineroar,Mario,69,116,2,1,31,1,125,23,15,2,9.0,15600,5.45,50.46,3.262866667,1,98,4,5,34,2,138,14,16,1,4.0,19500,7.844,47.58,2.920816667,18,-2,-4,-3,-1,-13,9,-1,1,5.0
ice climbers,jigglypuff,5,2,7,0.7142857142857143,Ice Climbers,Jigglypuff,15,92,4,2,41,2,138,22,1,3,7.0,6000,5.505,50.91,6.206133333,12,68,4,2,32,1,127,4,55,2,4.0,21300,4.992,42.86,3.971116667,24,0,0,9,1,11,18,-54,1,3.0
mario,robin,9,4,13,0.6923076923076923,Mario,Robin,1,98,4,5,34,2,138,14,16,1,4.0,19500,7.844,47.58,2.920816667,56,95,5,2,24,5,129,12,18,4,3.0,13500,4.206,57.5,4.72365,3,-1,3,10,-3,9,2,-2,-3,1.0
chrom,robin,9,3,12,0.75,Chrom,Robin,250,95,2,7,28,1,122,26,17,4,2.0,6600,5.222,45.24,3.10025,56,95,5,2,24,5,129,12,18,4,3.0,13500,4.206,57.5,4.72365,0,-3,5,4,-4,-7,14,-1,0,-1.0
ice climbers,incineroar,1,4,5,0.2,Ice Climbers,Incineroar,15,92,4,2,41,2,138,22,1,3,7.0,6000,5.505,50.91,6.206133333,69,116,2,1,31,1,125,23,15,2,9.0,15600,5.45,50.46,3.262866667,-24,2,1,10,1,13,-1,-14,1,-2.0
megaman,zelda,3,2,5,0.6,Megaman,Zelda,46,102,8,5,22,5,134,14,25,2,5.0,7500,6.163,50.75,4.9315,17,85,7,3,22,5,122,22,16,2,7.0,13200,3.745,52.45,3.349733333,17,1,2,0,0,12,-8,9,0,-2.0
lucina,rosalina & luma,6,0,6,1.0,Lucina,Rosalina & Luma,210,90,6,7,28,1,139,16,29,5,1.0,13700,7.366,38.32,2.65445,48,82,5,5,26,4,143,17,10,4,8.0,6100,6.364,51.26,5.343966667,8,1,2,2,-3,-4,-1,19,1,-7.0
inkling,robin,18,13,31,0.5806451612903226,Inkling,Robin,64,94,9,6,33,3,129,10,38,1,5.0,18000,5.923,48.78,3.723066667,56,95,5,2,24,5,129,12,18,4,3.0,13500,4.206,57.5,4.72365,-1,4,4,9,-2,0,-2,20,-3,2.0
ike,lucina,13,15,28,0.4642857142857143,Ike,Lucina,32,108,6,3,29,1,118,5,8,5,1.0,17300,3.829,56.55,2.592116667,210,90,6,7,28,1,139,16,29,5,1.0,13700,7.366,38.32,2.65445,18,0,-4,1,0,-21,-11,-21,0,0.0
jigglypuff,mario,4,2,6,0.6666666666666666,Jigglypuff,Mario,12,68,4,2,32,1,127,4,55,2,4.0,21300,4.992,42.86,3.971116667,1,98,4,5,34,2,138,14,16,1,4.0,19500,7.844,47.58,2.920816667,-30,0,-3,-2,-1,-11,-10,39,1,0.0
littlemac,pikachu,3,4,7,0.4285714285714285,Little Mac,Pikachu,49,87,1,8,25,1,116,25,4,2,10.0,18000,2.275,48.23,2.80305,8,79,9,6,27,3,145,9,38,2,8.0,17300,8.123,46.48,4.85095,8,-8,2,-2,-2,-29,16,-34,0,2.0
lucina,megaman,12,10,22,0.5454545454545454,Lucina,Megaman,210,90,6,7,28,1,139,16,29,5,1.0,13700,7.366,38.32,2.65445,46,102,8,5,22,5,134,14,25,2,5.0,7500,6.163,50.75,4.9315,-12,-2,2,6,-4,5,2,4,3,-4.0
ice climbers,robin,5,3,8,0.625,Ice Climbers,Robin,15,92,4,2,41,2,138,22,1,3,7.0,6000,5.505,50.91,6.206133333,56,95,5,2,24,5,129,12,18,4,3.0,13500,4.206,57.5,4.72365,-3,-1,0,17,-3,9,10,-17,-1,4.0
ike,robin,10,4,14,0.7142857142857143,Ike,Robin,32,108,6,3,29,1,118,5,8,5,1.0,17300,3.829,56.55,2.592116667,56,95,5,2,24,5,129,12,18,4,3.0,13500,4.206,57.5,4.72365,13,1,1,5,-4,-11,-7,-10,1,-2.0
littlemac,mario,5,2,7,0.7142857142857143,Little Mac,Mario,49,87,1,8,25,1,116,25,4,2,10.0,18000,2.275,48.23,2.80305,1,98,4,5,34,2,138,14,16,1,4.0,19500,7.844,47.58,2.920816667,-11,-3,3,-9,-1,-22,11,-12,1,6.0
megaman,ness,10,7,17,0.5882352941176471,Megaman,Ness,46,102,8,5,22,5,134,14,25,2,5.0,7500,6.163,50.75,4.9315,10,94,5,3,26,4,134,25,20,4,9.0,33200,6.174,52.6,3.4145,8,3,2,-4,1,0,-11,5,-2,-4.0
littlemac,ness,8,4,12,0.6666666666666666,Little Mac,Ness,49,87,1,8,25,1,116,25,4,2,10.0,18000,2.275,48.23,2.80305,10,94,5,3,26,4,134,25,20,4,9.0,33200,6.174,52.6,3.4145,-7,-4,5,-1,-3,-18,0,-16,-2,1.0
ike,lucario,9,4,13,0.6923076923076923,Ike,Lucario,32,108,6,3,29,1,118,5,8,5,1.0,17300,3.829,56.55,2.592116667,41,92,7,6,30,3,126,14,7,2,7.0,4500,5.058,44.84,4.481316667,16,-1,-3,-1,-2,-8,-9,1,3,-6.0
littlemac,roy,6,6,12,0.5,Little Mac,Roy,49,87,1,8,25,1,116,25,4,2,10.0,18000,2.275,48.23,2.80305,25,95,4,7,31,1,122,19,11,4,3.0,18400,8.077,42.01,3.262383333,-8,-3,1,-6,0,-6,6,-7,-2,7.0
pit,yoshi,5,7,12,0.4166666666666667,Pit,Yoshi,28,96,6,5,29,3,139,7,36,4,1.0,9000,6.396,45.5,3.344666667,5,104,7,6,29,2,133,13,18,2,5.0,21400,8.496,50.61,3.037116667,-8,-1,-1,0,1,6,-6,18,2,-4.0
hero,yoshi,9,9,18,0.5,Hero,Yoshi,72,101,7,4,25,4,127,12,16,5,10.0,19200,6.348,51.1,3.719466667,5,104,7,6,29,2,133,13,18,2,5.0,21400,8.496,50.61,3.037116667,-3,0,-2,-4,2,-6,-1,-2,3,5.0
olimar,roy,3,5,8,0.375,Olimar,Roy,40,79,7,2,32,5,145,25,14,4,9.0,4000,6.973,55.17,4.803716667,25,95,4,7,31,1,122,19,11,4,3.0,18400,8.077,42.01,3.262383333,-16,3,-5,1,4,23,6,3,0,6.0
ike,mewtwo,8,1,9,0.8888888888888888,Ike,Mewtwo,32,108,6,3,29,1,118,5,8,5,1.0,17300,3.829,56.55,2.592116667,24,78,6,7,28,4,128,17,20,5,3.0,8700,4.354,46.45,4.197883333,30,0,-4,1,-3,-10,-12,-12,0,-2.0
joker,lucario,12,7,19,0.631578947368421,Joker,Lucario,71,93,8,5,28,3,135,8,41,4,7.0,31000,8.827,41.78,4.3803,41,92,7,6,30,3,126,14,7,2,7.0,4500,5.058,44.84,4.481316667,1,1,-1,-2,0,9,-6,34,2,0.0
palutena,pikachu,32,8,40,0.8,Palutena,Pikachu,54,91,5,6,29,3,136,26,27,3,5.0,26600,8.143,52.44,2.69545,8,79,9,6,27,3,145,9,38,2,8.0,17300,8.123,46.48,4.85095,12,-4,0,2,0,-9,17,-11,1,-3.0
ike,inkling,18,9,27,0.6666666666666666,Ike,Inkling,32,108,6,3,29,1,118,5,8,5,1.0,17300,3.829,56.55,2.592116667,64,94,9,6,33,3,129,10,38,1,5.0,18000,5.923,48.78,3.723066667,14,-3,-3,-4,-2,-11,-5,-30,4,-4.0
lucario,pikachu,15,7,22,0.6818181818181818,Lucario,Pikachu,41,92,7,6,30,3,126,14,7,2,7.0,4500,5.058,44.84,4.481316667,8,79,9,6,27,3,145,9,38,2,8.0,17300,8.123,46.48,4.85095,13,-2,0,3,0,-19,5,-31,0,-1.0
lucario,zelda,5,5,10,0.5,Lucario,Zelda,41,92,7,6,30,3,126,14,7,2,7.0,4500,5.058,44.84,4.481316667,17,85,7,3,22,5,122,22,16,2,7.0,13200,3.745,52.45,3.349733333,7,0,3,8,-2,4,-8,-9,0,0.0
ice climbers,link,2,6,8,0.25,Ice Climbers,Link,15,92,4,2,41,2,138,22,1,3,7.0,6000,5.505,50.91,6.206133333,3,104,5,4,25,5,133,23,14,4,3.0,18000,5.143,48.39,4.2915,-12,-1,-2,16,-3,5,-1,-13,-1,4.0
littlemac,lucina,8,8,16,0.5,Little Mac,Lucina,49,87,1,8,25,1,116,25,4,2,10.0,18000,2.275,48.23,2.80305,210,90,6,7,28,1,139,16,29,5,1.0,13700,7.366,38.32,2.65445,-3,-5,1,-3,0,-23,9,-25,-3,9.0
banjo & kazooie,ike,2,3,5,0.4,Banjo & Kazooie,Ike,73,106,4,4,24,5,142,13,20,3,7.0,15700,4.674,51.45,3.542166667,32,108,6,3,29,1,118,5,8,5,1.0,17300,3.829,56.55,2.592116667,-2,-2,1,-5,4,24,8,12,-2,6.0
ike,littlemac,5,2,7,0.7142857142857143,Ike,Little Mac,32,108,6,3,29,1,118,5,8,5,1.0,17300,3.829,56.55,2.592116667,49,87,1,8,25,1,116,25,4,2,10.0,18000,2.275,48.23,2.80305,21,5,-5,4,0,2,-20,4,3,-9.0
ice climbers,lucina,6,4,10,0.6,Ice Climbers,Lucina,15,92,4,2,41,2,138,22,1,3,7.0,6000,5.505,50.91,6.206133333,210,90,6,7,28,1,139,16,29,5,1.0,13700,7.366,38.32,2.65445,2,-2,-5,13,1,-1,6,-28,-2,6.0
robin,zelda,7,5,12,0.5833333333333334,Robin,Zelda,56,95,5,2,24,5,129,12,18,4,3.0,13500,4.206,57.5,4.72365,17,85,7,3,22,5,122,22,16,2,7.0,13200,3.745,52.45,3.349733333,10,-2,-1,2,0,7,-10,2,2,-4.0
rosalina & luma,roy,5,1,6,0.8333333333333334,Rosalina & Luma,Roy,48,82,5,5,26,4,143,17,10,4,8.0,6100,6.364,51.26,5.343966667,25,95,4,7,31,1,122,19,11,4,3.0,18400,8.077,42.01,3.262383333,-13,1,-2,-5,3,21,-2,-1,0,5.0
banjo & kazooie,robin,4,1,5,0.8,Banjo & Kazooie,Robin,73,106,4,4,24,5,142,13,20,3,7.0,15700,4.674,51.45,3.542166667,56,95,5,2,24,5,129,12,18,4,3.0,13500,4.206,57.5,4.72365,11,-1,2,0,0,13,1,2,-1,4.0
megaman,roy,7,3,10,0.7,Megaman,Roy,46,102,8,5,22,5,134,14,25,2,5.0,7500,6.163,50.75,4.9315,25,95,4,7,31,1,122,19,11,4,3.0,18400,8.077,42.01,3.262383333,7,4,-2,-9,4,12,-5,14,-2,2.0
ice climbers,ike,4,3,7,0.5714285714285714,Ice Climbers,Ike,15,92,4,2,41,2,138,22,1,3,7.0,6000,5.505,50.91,6.206133333,32,108,6,3,29,1,118,5,8,5,1.0,17300,3.829,56.55,2.592116667,-16,-2,-1,12,1,20,17,-7,-2,6.0
ike,zelda,12,3,15,0.8,Ike,Zelda,32,108,6,3,29,1,118,5,8,5,1.0,17300,3.829,56.55,2.592116667,17,85,7,3,22,5,122,22,16,2,7.0,13200,3.745,52.45,3.349733333,23,-1,0,7,-4,-4,-17,-8,3,-6.0
incineroar,lucina,7,4,11,0.6363636363636364,Incineroar,Lucina,69,116,2,1,31,1,125,23,15,2,9.0,15600,5.45,50.46,3.262866667,210,90,6,7,28,1,139,16,29,5,1.0,13700,7.366,38.32,2.65445,26,-4,-6,3,0,-14,7,-14,-3,8.0
megaman,olimar,4,2,6,0.6666666666666666,Megaman,Olimar,46,102,8,5,22,5,134,14,25,2,5.0,7500,6.163,50.75,4.9315,40,79,7,2,32,5,145,25,14,4,9.0,4000,6.973,55.17,4.803716667,23,1,3,-10,0,-11,-11,11,-2,-4.0
megaman,yoshi,16,11,27,0.5925925925925926,Megaman,Yoshi,46,102,8,5,22,5,134,14,25,2,5.0,7500,6.163,50.75,4.9315,5,104,7,6,29,2,133,13,18,2,5.0,21400,8.496,50.61,3.037116667,-2,1,-1,-7,3,1,1,7,0,0.0
ike,king dedede,14,3,17,0.8235294117647058,Ike,King Dedede,32,108,6,3,29,1,118,5,8,5,1.0,17300,3.829,56.55,2.592116667,39,127,7,2,28,4,122,28,26,5,10.0,23200,3.009,54.63,2.985166667,-19,-1,1,1,-3,-4,-23,-18,0,-9.0
ike,incineroar,10,8,18,0.5555555555555556,Ike,Incineroar,32,108,6,3,29,1,118,5,8,5,1.0,17300,3.829,56.55,2.592116667,69,116,2,1,31,1,125,23,15,2,9.0,15600,5.45,50.46,3.262866667,-8,4,2,-2,0,-7,-18,-7,3,-8.0
king dedede,peach,8,0,8,1.0,King Dedede,Peach,39,127,7,2,28,4,122,28,26,5,10.0,23200,3.009,54.63,2.985166667,13,89,7,3,40,4,149,18,36,3,4.0,8900,9.04,50.22,5.915266667,38,0,-1,-12,0,-27,10,-10,2,6.0
king dedede,littlemac,6,3,9,0.6666666666666666,King Dedede,Little Mac,39,127,7,2,28,4,122,28,26,5,10.0,23200,3.009,54.63,2.985166667,49,87,1,8,25,1,116,25,4,2,10.0,18000,2.275,48.23,2.80305,40,6,-6,3,3,6,3,22,3,0.0
king dedede,yoshi,14,8,22,0.6363636363636364,King Dedede,Yoshi,39,127,7,2,28,4,122,28,26,5,10.0,23200,3.009,54.63,2.985166667,5,104,7,6,29,2,133,13,18,2,5.0,21400,8.496,50.61,3.037116667,23,0,-4,-1,2,-11,15,8,3,5.0
ice climbers,wolf,9,2,11,0.8181818181818182,Ice Climbers,Wolf,15,92,4,2,41,2,138,22,1,3,7.0,6000,5.505,50.91,6.206133333,44,92,5,5,32,2,129,17,22,3,2.0,24000,7.856,45.69,3.151666667,0,-1,-3,9,0,9,5,-21,0,5.0
jigglypuff,joker,4,4,8,0.5,Jigglypuff,Joker,12,68,4,2,32,1,127,4,55,2,4.0,21300,4.992,42.86,3.971116667,71,93,8,5,28,3,135,8,41,4,7.0,31000,8.827,41.78,4.3803,-25,-4,-3,4,-2,-8,-4,14,-2,-3.0
jigglypuff,roy,5,8,13,0.3846153846153846,Jigglypuff,Roy,12,68,4,2,32,1,127,4,55,2,4.0,21300,4.992,42.86,3.971116667,25,95,4,7,31,1,122,19,11,4,3.0,18400,8.077,42.01,3.262383333,-27,0,-5,1,0,5,-15,44,-2,1.0
king dedede,lucas,4,3,7,0.5714285714285714,King Dedede,Lucas,39,127,7,2,28,4,122,28,26,5,10.0,23200,3.009,54.63,2.985166667,37,94,6,4,29,4,150,15,30,4,6.0,14500,4.773,52.91,3.9585,33,1,-2,-1,0,-28,13,-4,1,4.0
ice climbers,king dedede,3,3,6,0.5,Ice Climbers,King Dedede,15,92,4,2,41,2,138,22,1,3,7.0,6000,5.505,50.91,6.206133333,39,127,7,2,28,4,122,28,26,5,10.0,23200,3.009,54.63,2.985166667,-35,-3,0,13,-2,16,-6,-25,-2,-3.0
ness,robin,14,3,17,0.8235294117647058,Ness,Robin,10,94,5,3,26,4,134,25,20,4,9.0,33200,6.174,52.6,3.4145,56,95,5,2,24,5,129,12,18,4,3.0,13500,4.206,57.5,4.72365,-1,0,1,2,-1,5,13,2,0,6.0
ike,roy,12,5,17,0.7058823529411765,Ike,Roy,32,108,6,3,29,1,118,5,8,5,1.0,17300,3.829,56.55,2.592116667,25,95,4,7,31,1,122,19,11,4,3.0,18400,8.077,42.01,3.262383333,13,2,-4,-2,0,-4,-14,-3,1,-2.0
lucina,mewtwo,4,5,9,0.4444444444444444,Lucina,Mewtwo,210,90,6,7,28,1,139,16,29,5,1.0,13700,7.366,38.32,2.65445,24,78,6,7,28,4,128,17,20,5,3.0,8700,4.354,46.45,4.197883333,12,0,0,0,-3,11,-1,9,0,-2.0
jigglypuff,link,10,3,13,0.7692307692307693,Jigglypuff,Link,12,68,4,2,32,1,127,4,55,2,4.0,21300,4.992,42.86,3.971116667,3,104,5,4,25,5,133,23,14,4,3.0,18000,5.143,48.39,4.2915,-36,-1,-2,7,-4,-6,-19,41,-2,1.0
jigglypuff,robin,3,3,6,0.5,Jigglypuff,Robin,12,68,4,2,32,1,127,4,55,2,4.0,21300,4.992,42.86,3.971116667,56,95,5,2,24,5,129,12,18,4,3.0,13500,4.206,57.5,4.72365,-27,-1,0,8,-4,-2,-8,37,-2,1.0
joker,king dedede,14,4,18,0.7777777777777778,Joker,King Dedede,71,93,8,5,28,3,135,8,41,4,7.0,31000,8.827,41.78,4.3803,39,127,7,2,28,4,122,28,26,5,10.0,23200,3.009,54.63,2.985166667,-34,1,3,0,-1,13,-20,15,-1,-3.0
inkling,megaman,11,4,15,0.7333333333333333,Inkling,Megaman,64,94,9,6,33,3,129,10,38,1,5.0,18000,5.923,48.78,3.723066667,46,102,8,5,22,5,134,14,25,2,5.0,7500,6.163,50.75,4.9315,-8,1,1,11,-2,-5,-4,13,-1,0.0
incineroar,lucas,3,7,10,0.3,Incineroar,Lucas,69,116,2,1,31,1,125,23,15,2,9.0,15600,5.45,50.46,3.262866667,37,94,6,4,29,4,150,15,30,4,6.0,14500,4.773,52.91,3.9585,22,-4,-3,2,-3,-25,8,-15,-2,3.0
mario,roy,10,8,18,0.5555555555555556,Mario,Roy,1,98,4,5,34,2,138,14,16,1,4.0,19500,7.844,47.58,2.920816667,25,95,4,7,31,1,122,19,11,4,3.0,18400,8.077,42.01,3.262383333,3,0,-2,3,1,16,-5,5,-3,1.0
mewtwo,ness,6,2,8,0.75,Mewtwo,Ness,24,78,6,7,28,4,128,17,20,5,3.0,8700,4.354,46.45,4.197883333,10,94,5,3,26,4,134,25,20,4,9.0,33200,6.174,52.6,3.4145,-16,1,4,2,0,-6,-8,0,1,-6.0
incineroar,megaman,2,3,5,0.4,Incineroar,Megaman,69,116,2,1,31,1,125,23,15,2,9.0,15600,5.45,50.46,3.262866667,46,102,8,5,22,5,134,14,25,2,5.0,7500,6.163,50.75,4.9315,14,-6,-4,9,-4,-9,9,-10,0,4.0
ness,palutena,35,19,54,0.6481481481481481,Ness,Palutena,10,94,5,3,26,4,134,25,20,4,9.0,33200,6.174,52.6,3.4145,54,91,5,6,29,3,136,26,27,3,5.0,26600,8.143,52.44,2.69545,3,0,-3,-3,1,-2,-1,-7,1,4.0
peach,roy,16,6,22,0.7272727272727273,Peach,Roy,13,89,7,3,40,4,149,18,36,3,4.0,8900,9.04,50.22,5.915266667,25,95,4,7,31,1,122,19,11,4,3.0,18400,8.077,42.01,3.262383333,-6,3,-4,9,3,27,-1,25,-1,1.0
joker,roy,9,6,15,0.6,Joker,Roy,71,93,8,5,28,3,135,8,41,4,7.0,31000,8.827,41.78,4.3803,25,95,4,7,31,1,122,19,11,4,3.0,18400,8.077,42.01,3.262383333,-2,4,-2,-3,2,13,-11,30,0,4.0
ice climbers,zelda,4,2,6,0.6666666666666666,Ice Climbers,Zelda,15,92,4,2,41,2,138,22,1,3,7.0,6000,5.505,50.91,6.206133333,17,85,7,3,22,5,122,22,16,2,7.0,13200,3.745,52.45,3.349733333,7,-3,-1,19,-3,16,0,-15,1,0.0
incineroar,lucario,5,0,5,1.0,Incineroar,Lucario,69,116,2,1,31,1,125,23,15,2,9.0,15600,5.45,50.46,3.262866667,41,92,7,6,30,3,126,14,7,2,7.0,4500,5.058,44.84,4.481316667,24,-5,-5,1,-2,-1,9,8,0,2.0
banjo & kazooie,palutena,9,1,10,0.9,Banjo & Kazooie,Palutena,73,106,4,4,24,5,142,13,20,3,7.0,15700,4.674,51.45,3.542166667,54,91,5,6,29,3,136,26,27,3,5.0,26600,8.143,52.44,2.69545,15,-1,-2,-5,2,6,-13,-7,0,2.0
banjo & kazooie,lucina,4,1,5,0.8,Banjo & Kazooie,Lucina,73,106,4,4,24,5,142,13,20,3,7.0,15700,4.674,51.45,3.542166667,210,90,6,7,28,1,139,16,29,5,1.0,13700,7.366,38.32,2.65445,16,-2,-3,-4,4,3,-3,-9,-2,6.0
incineroar,ridley,5,6,11,0.4545454545454545,Incineroar,Ridley,69,116,2,1,31,1,125,23,15,2,9.0,15600,5.45,50.46,3.262866667,65,107,4,5,27,3,134,14,24,3,2.0,10500,4.521,47.78,3.290333333,9,-2,-4,4,-2,-9,9,-9,-1,7.0
corrin,lucina,7,3,10,0.7,Corrin,Lucina,62,98,4,4,34,2,129,11,23,5,1.0,8500,7.382,43.97,3.48005,210,90,6,7,28,1,139,16,29,5,1.0,13700,7.366,38.32,2.65445,8,-2,-3,6,1,-10,-5,-6,0,0.0
ken,robin,6,3,9,0.6666666666666666,Ken,Robin,600,103,4,4,35,3,111,23,7,1,4.0,9000,6.319,55.99,5.498233333,56,95,5,2,24,5,129,12,18,4,3.0,13500,4.206,57.5,4.72365,8,-1,2,11,-2,-18,11,-11,-3,1.0
link,lucas,12,7,19,0.631578947368421,Link,Lucas,3,104,5,4,25,5,133,23,14,4,3.0,18000,5.143,48.39,4.2915,37,94,6,4,29,4,150,15,30,4,6.0,14500,4.773,52.91,3.9585,10,-1,0,-4,1,-17,8,-16,0,-3.0
ice climbers,inkling,7,4,11,0.6363636363636364,Ice Climbers,Inkling,15,92,4,2,41,2,138,22,1,3,7.0,6000,5.505,50.91,6.206133333,64,94,9,6,33,3,129,10,38,1,5.0,18000,5.923,48.78,3.723066667,-2,-5,-4,8,-1,9,12,-37,2,2.0
corrin,robin,3,4,7,0.4285714285714285,Corrin,Robin,62,98,4,4,34,2,129,11,23,5,1.0,8500,7.382,43.97,3.48005,56,95,5,2,24,5,129,12,18,4,3.0,13500,4.206,57.5,4.72365,3,-1,2,10,-3,0,-1,5,1,-2.0
ike,ken,2,4,6,0.3333333333333333,Ike,Ken,32,108,6,3,29,1,118,5,8,5,1.0,17300,3.829,56.55,2.592116667,600,103,4,4,35,3,111,23,7,1,4.0,9000,6.319,55.99,5.498233333,5,2,-1,-6,-2,7,-18,1,4,-3.0
incineroar,littlemac,3,3,6,0.5,Incineroar,Little Mac,69,116,2,1,31,1,125,23,15,2,9.0,15600,5.45,50.46,3.262866667,49,87,1,8,25,1,116,25,4,2,10.0,18000,2.275,48.23,2.80305,29,1,-7,6,0,9,-2,11,0,-1.0
lucario,wolf,7,6,13,0.5384615384615384,Lucario,Wolf,41,92,7,6,30,3,126,14,7,2,7.0,4500,5.058,44.84,4.481316667,44,92,5,5,32,2,129,17,22,3,2.0,24000,7.856,45.69,3.151666667,0,2,1,-2,1,-3,-3,-15,-1,5.0
hero,robin,4,2,6,0.6666666666666666,Hero,Robin,72,101,7,4,25,4,127,12,16,5,10.0,19200,6.348,51.1,3.719466667,56,95,5,2,24,5,129,12,18,4,3.0,13500,4.206,57.5,4.72365,6,2,2,1,-1,-2,0,-2,1,7.0
joker,zero suit samus,27,23,50,0.54,Joker,Zero Suit Samus,71,93,8,5,28,3,135,8,41,4,7.0,31000,8.827,41.78,4.3803,29,80,9,8,26,2,125,17,27,3,4.0,11000,7.302,44.36,5.009716667,13,-1,-3,2,1,10,-9,14,1,3.0
hero,zero suit samus,4,1,5,0.8,Hero,Zero Suit Samus,72,101,7,4,25,4,127,12,16,5,10.0,19200,6.348,51.1,3.719466667,29,80,9,8,26,2,125,17,27,3,4.0,11000,7.302,44.36,5.009716667,21,-2,-4,-1,2,2,-5,-11,2,6.0
robin,snake,18,5,23,0.782608695652174,Robin,Snake,56,95,5,2,24,5,129,12,18,4,3.0,13500,4.206,57.5,4.72365,31,106,7,3,20,5,139,2,12,1,10.0,22500,9.698,58.57,5.0671,-11,-2,-1,4,0,-10,10,6,3,-7.0
lucario,yoshi,6,5,11,0.5454545454545454,Lucario,Yoshi,41,92,7,6,30,3,126,14,7,2,7.0,4500,5.058,44.84,4.481316667,5,104,7,6,29,2,133,13,18,2,5.0,21400,8.496,50.61,3.037116667,-12,0,0,1,1,-7,1,-11,0,2.0
hero,wolf,7,5,12,0.5833333333333334,Hero,Wolf,72,101,7,4,25,4,127,12,16,5,10.0,19200,6.348,51.1,3.719466667,44,92,5,5,32,2,129,17,22,3,2.0,24000,7.856,45.69,3.151666667,9,2,-1,-7,2,-2,-5,-6,2,8.0
bayonetta,lucina,12,12,24,0.5,Bayonetta,Lucina,63,81,8,4,40,3,153,13,18,2,7.0,13700,7.458,56.0,5.072666667,210,90,6,7,28,1,139,16,29,5,1.0,13700,7.366,38.32,2.65445,-9,2,-3,12,2,14,-3,-11,-3,6.0
cloud,metaknight,5,5,10,0.5,Cloud,Meta Knight,61,100,3,6,34,2,140,17,17,5,3.0,35000,8.537,47.21,2.721016667,27,80,9,6,33,1,119,12,42,3,2.0,5500,5.792,49.29,4.4992,20,-6,0,1,1,21,5,-25,2,1.0
